
Date,,,,,
2020-01-01,678.0213623046875,685.881323903539,676.1799417816508,681.7941486692199,14004468
2020-01-02,689.5643310546875,692.101988476081,679.0993724418228,679.0993724418228,17710316
2020-01-03,690.395263671875,692.4163951283864,684.0399067715819,688.5312966830404,20984698
2020-01-06,674.38330078125,686.2405509723116,672.8112966394237,682.6923884349243,24519177
2020-01-07,684.7584838867188,689.2049605395949,679.7729949399003,682.2432530844378,16683622
2020-01-08,679.6158447265625,689.182488645687,678.2010648478615,680.4467595684358,16047902
2020-01-09,695.2683715820312,696.1666254885539,687.7452852424955,691.0464582942841,14982742
2020-01-10,695.1111450195312,699.7372725509242,691.5180094774487,697.0199645467686,12478359
2020-01-13,693.3370971679688,700.0741816631064,690.9566642441663,693.9434485641472,18282382
2020-01-14,686.9144897460938,696.1667464450045,683.523490714479,691.6753562049378,15816535
2020-01-15,684.421630859375,691.6303283842706,681.9064599391988,689.811334228506,15817859
2020-01-16,690.7320556640625,693.1798876683814,686.2855786022757,686.7347655491267,12847975
2020-01-17,710.0900268554688,711.864108417727,697.6039369634283,697.7386750581485,29463471
2020-01-20,688.2393798828125,722.6659529995442,685.5669843520598,722.6659529995442,32545850
2020-01-21,688.935546875,694.3027642276626,683.5907558897001,686.5551139029081,18922720
2020-01-22,688.6885375976562,694.7070194113962,687.6779718452132,693.4718901543605,10322817
2020-01-23,685.76904296875,692.5510396190912,683.0068223564003,690.1032078631521,11247739
2020-01-24,683.3886108398438,690.0358694147471,682.0411700619208,685.8363826344054,14628445
2020-01-27,676.6515502929688,684.6911633302749,675.9553734713157,680.4019105973154,13387750
2020-01-28,661.021484375,678.2011008688595,657.3610095813076,677.5722631399472,24532236
2020-01-29,664.6594848632812,671.194431790855,657.5630393118081,662.0544286675653,24746565
2020-01-30,648.445556640625,664.5921208129523,646.7613005344713,664.2777319364013,22402689
2020-01-31,634.0282592773438,652.7124836438774,632.0296139856943,652.6001719031177,34750310
2020-02-03,622.2831420898438,628.7732364278764,612.1999721671589,615.2765817380496,30712290
2020-02-04,640.6530151367188,643.392749686745,627.8076236876792,628.7957030467365,25383901
2020-02-05,650.5789794921875,652.5102855297779,642.4046883114135,644.4706724836421,18472100
2020-02-06,654.7559814453125,658.8880697230694,646.8062537495949,653.0942115651576,15538577
2020-02-07,643.9093627929688,652.3082783351983,641.5064431721889,651.7019268465319,12209212
2020-02-10,644.7850952148438,649.2315722019952,633.489221974886,641.3716102719476,15142476
2020-02-11,652.4878540039062,658.5287619338282,649.0294562506307,650.0849346598748,13999816
2020-02-12,660.3702392578125,662.4138569993008,653.4984164481951,654.0149424663631,13533565
2020-02-13,662.0994262695312,663.7163434347497,656.9118595053045,663.7163434347497,13565659
2020-02-14,668.140380859375,674.360939599548,652.6450199466582,663.491766589205,21227841
2020-02-17,663.9409790039062,676.4719834583392,662.1668971777299,668.7692446918574,13149130
2020-02-18,659.0676879882812,662.8853871813449,654.5762983365174,662.8853871813449,11127161
2020-02-19,675.4163818359375,676.6065982812527,662.5260780910154,664.4348976841294,14084409
2020-02-20,667.3992919921875,677.3028119988342,666.433638977898,672.3622951611951,16892268
2020-02-24,648.9844970703125,663.3794058451195,646.5591515322425,660.123145452523,21370214
2020-02-25,636.1616821289062,651.8815476242935,633.287149264562,651.8815476242935,27745062
2020-02-26,625.2025756835938,634.3425797138669,623.1141052102467,633.2871013116201,29362748
2020-02-27,622.6200561523438,626.01105480176,614.8723458997378,623.4059983867498,25054993
2020-02-28,596.7496337890625,609.482774974544,595.1102901320943,608.5395482389607,39315769
2020-03-02,591.1353149414062,614.8723038645625,584.3757444719449,608.6292593693395,29500495
2020-03-03,603.1273803710938,608.0903837029091,593.7628124474899,597.2212103254176,27398798
2020-03-04,601.7125244140625,608.0453942989102,587.4298676610233,607.2369657890106,22105261
2020-03-05,588.8896484375,609.9093903384683,586.5765545890315,607.3268203071088,30510390
2020-03-06,570.856689453125,578.5594876404233,557.4274318464927,570.4075624355561,33734039
2020-03-09,500.4090881347656,557.3824636576674,491.80806675033256,556.9557630516778,88187018
2020-03-11,518.105224609375,529.2887865705067,497.6468904103793,497.6468904103793,59578576
2020-03-12,477.435546875,494.50285022937226,471.0128517702077,487.3166393298893,55970485
2020-03-13,496.4342041015625,512.0193301060896,423.26935006510104,448.24149981993276,73297403
2020-03-16,456.1912841796875,484.93622031330693,451.3854756005796,476.3351988203249,38482258
2020-03-17,452.7328796386719,476.0881402195377,450.5770103537234,470.3615918189252,45445979
2020-03-18,434.9919128417969,465.26394217499654,431.62337038960356,460.5030460564138,44730415
2020-03-19,412.17559814453125,434.3181887215256,400.72252991756517,413.25353291947715,61404010
2020-03-20,457.20184326171875,464.8147553102466,417.6999867632237,421.96681292471754,63360475
2020-03-23,397.06201171875,426.6827734460892,393.28922542628095,411.5018328683332,40670949
2020-03-24,423.7184753417969,435.66558280239923,402.339431470685,417.6999939226345,45734887
2020-03-25,486.08154296875,517.2069132609565,432.6339313595519,432.8809512073354,73130298
2020-03-26,478.8728332519531,501.6442309970332,468.16085483888116,492.1673817748405,45744488
2020-03-27,478.6033630371094,497.33249822279765,469.8900595626091,491.808086327856,41657940
2020-03-30,462.81610107421875,482.7354528311843,458.1226040788243,467.37488995373405,30229866
2020-03-31,500.22943115234375,507.4380988681178,470.6984935628417,482.3536681637335,44292810
2020-04-01,485.2731018066406,505.10259783705635,469.4409258821468,504.04711944209015,41597459
2020-04-03,483.9256591796875,509.5266467407699,474.4263536585657,509.5266467407699,41367807
2020-04-07,541.70751953125,545.2556826260416,494.0537679361035,494.9969645730183,54373624
2020-04-08,535.4419555664062,551.9927934073661,521.0021343230625,529.984913200758,49880330
2020-04-09,547.9280395507812,553.6994707291697,535.8237385284261,545.2556442705474,33032857
2020-04-13,534.0946044921875,545.7048666269278,529.9849427509258,540.7418636308528,23673784
2020-04-15,516.443359375,555.1367565569753,513.366749733614,537.6427516607312,35321842
2020-04-16,524.6177368164062,533.3310401975677,514.2650899548404,516.443385818356,37455706
2020-04-17,549.7470703125,552.4419521014908,535.6665498210394,546.1539945330929,33269335
2020-04-20,558.6400756835938,564.568671615686,539.8660286625086,550.6453757620592,36030932
2020-04-21,555.7431640625,562.3230246427732,522.7987685696473,543.4591506227827,61371628
2020-04-22,612.4469604492188,622.0136643337722,583.8817068080964,592.8644856921624,142683366
2020-04-23,615.7256469726562,622.440304113956,607.820773544395,614.1312164688371,65464502
2020-04-24,636.4310913085938,671.441528341193,605.0811290605411,606.4060836160222,134986308
2020-04-27,642.1575317382812,662.4810944904777,639.1258350876601,644.0663511270986,58482901
2020-04-28,641.4390258789062,653.7004924518941,625.269974625138,651.2527203889451,78453401
2020-04-29,640.9000244140625,652.8920749618222,637.778501853498,648.9621238102608,37494672
2020-04-30,658.4389038085938,671.441519297824,645.8854752509995,653.0267739342546,71345899
2020-05-04,644.6054077148438,657.989750611648,636.6331345130951,646.7612770392801,53456868
2020-05-05,656.0359497070312,664.2776989692671,649.9950423985215,652.9144874629867,44903763
2020-05-06,656.0809936523438,666.9501667009955,649.2315971364784,657.5406863614091,40489094
2020-05-07,676.8311157226562,679.8403861264482,649.0069524422595,653.4983417375632,50026966
2020-05-08,701.4666137695312,709.5959927929621,690.3728164976321,693.9210399136285,84262770
2020-05-11,708.2036743164062,725.3608057397489,706.1825428157556,709.6408807427872,67085063
