Date,Close,High,Low,Open,Volume,Previous Close
2020-03-02,591.1353149414062,614.8723038645625,584.3757444719449,608.6292593693395,29500495.0,596.7496337890625
2020-03-03,603.1273803710938,608.0903837029091,593.7628124474899,597.2212103254176,27398798.0,591.1353149414062
2020-03-04,601.7125244140625,608.0453942989102,587.4298676610233,607.2369657890106,22105261.0,603.1273803710938
2020-03-05,588.8896484375,609.9093903384683,586.5765545890315,607.3268203071088,30510390.0,601.7125244140625
2020-03-06,570.856689453125,578.5594876404233,557.4274318464927,570.4075624355561,33734039.0,588.8896484375
2020-03-09,500.4090881347656,557.3824636576674,491.80806675033256,556.9557630516778,88187018.0,570.856689453125
2020-03-11,518.105224609375,529.2887865705067,497.6468904103793,497.6468904103793,59578576.0,500.4090881347656
2020-03-12,477.435546875,494.50285022937226,471.0128517702077,487.3166393298893,55970485.0,518.105224609375
2020-03-13,496.4342041015625,512.0193301060896,423.269350065101,448.2414998199328,73297403.0,477.435546875
2020-03-16,456.1912841796875,484.9362203133069,451.3854756005796,476.3351988203249,38482258.0,496.4342041015625
2020-03-17,452.7328796386719,476.0881402195377,450.5770103537234,470.3615918189252,45445979.0,456.1912841796875
2020-03-18,434.9919128417969,465.2639421749965,431.6233703896036,460.5030460564138,44730415.0,452.7328796386719
2020-03-19,412.1755981445313,434.3181887215256,400.7225299175652,413.2535329194772,61404010.0,434.9919128417969
2020-03-20,457.2018432617188,464.8147553102466,417.6999867632237,421.9668129247176,63360475.0,412.1755981445313
2020-03-23,397.06201171875,426.6827734460892,393.28922542628095,411.5018328683332,40670949.0,457.2018432617188
2020-03-24,423.7184753417969,435.6655828023992,402.339431470685,417.6999939226345,45734887.0,397.06201171875
2020-03-25,486.08154296875,517.2069132609565,432.6339313595519,432.8809512073354,73130298.0,423.7184753417969
2020-03-26,478.8728332519531,501.6442309970332,468.1608548388812,492.1673817748405,45744488.0,486.08154296875
2020-03-27,478.6033630371094,497.33249822279765,469.8900595626091,491.808086327856,41657940.0,478.8728332519531
2020-03-30,462.8161010742188,482.7354528311843,458.1226040788243,467.37488995373405,30229866.0,478.6033630371094
2020-03-31,500.22943115234375,507.4380988681178,470.6984935628417,482.3536681637335,44292810.0,462.8161010742188
2020-04-01,485.2731018066406,505.1025978370564,469.4409258821468,504.04711944209015,41597459.0,500.22943115234375
2020-04-03,483.9256591796875,509.5266467407699,474.4263536585657,509.5266467407699,41367807.0,485.2731018066406
2020-04-07,541.70751953125,545.2556826260416,494.0537679361035,494.9969645730183,54373624.0,483.9256591796875
2020-04-08,535.4419555664062,551.9927934073661,521.0021343230625,529.984913200758,49880330.0,541.70751953125
2020-04-09,547.9280395507812,553.6994707291697,535.8237385284261,545.2556442705474,33032857.0,535.4419555664062
2020-04-13,534.0946044921875,545.7048666269278,529.9849427509258,540.7418636308528,23673784.0,547.9280395507812
2020-04-15,516.443359375,555.1367565569753,513.366749733614,537.6427516607312,35321842.0,534.0946044921875
2020-04-16,524.6177368164062,533.3310401975677,514.2650899548404,516.443385818356,37455706.0,516.443359375
2020-04-17,549.7470703125,552.4419521014908,535.6665498210394,546.1539945330929,33269335.0,524.6177368164062
2020-04-20,558.6400756835938,564.568671615686,539.8660286625086,550.6453757620592,36030932.0,549.7470703125
2020-04-21,555.7431640625,562.3230246427732,522.7987685696473,543.4591506227827,61371628.0,558.6400756835938
2020-04-22,612.4469604492188,622.0136643337722,583.8817068080964,592.8644856921624,142683366.0,555.7431640625
2020-04-23,615.7256469726562,622.440304113956,607.820773544395,614.1312164688371,65464502.0,612.4469604492188
2020-04-24,636.4310913085938,671.441528341193,605.0811290605411,606.4060836160222,134986308.0,615.7256469726562
2020-04-27,642.1575317382812,662.4810944904777,639.1258350876601,644.0663511270986,58482901.0,636.4310913085938
2020-04-28,641.4390258789062,653.7004924518941,625.269974625138,651.2527203889451,78453401.0,642.1575317382812
2020-04-29,640.9000244140625,652.8920749618222,637.778501853498,648.9621238102608,37494672.0,641.4390258789062
2020-04-30,658.4389038085938,671.441519297824,645.8854752509995,653.0267739342546,71345899.0,640.9000244140625
2020-05-04,644.6054077148438,657.989750611648,636.6331345130951,646.7612770392801,53456868.0,658.4389038085938
2020-05-05,656.0359497070312,664.2776989692671,649.9950423985215,652.9144874629867,44903763.0,644.6054077148438
2020-05-06,656.0809936523438,666.9501667009955,649.2315971364784,657.5406863614091,40489094.0,656.0359497070312
2020-05-07,676.8311157226562,679.8403861264482,649.0069524422595,653.4983417375632,50026966.0,656.0809936523438
2020-05-08,701.4666137695312,709.5959927929621,690.3728164976321,693.9210399136285,84262770.0,676.8311157226562
2020-05-11,708.2036743164062,725.3608057397489,706.1825428157556,709.6408807427872,67085063.0,701.4666137695312
2020-05-12,664.3900146484375,704.4084284990035,657.9898051687563,702.8139377483201,100683202.0,708.2036743164062
2020-05-13,678.4862060546875,692.3374854091504,659.2394667766971,692.3374854091504,66430125.0,664.3900146484375
2020-05-14,651.0556640625,678.5995601619353,648.3806302122878,666.0404348387738,49266771.0,678.4862060546875
2020-05-15,661.6878051757812,664.9976128695336,641.6022968199889,654.705470315488,62152260.0,651.0556640625
2020-05-18,653.23193359375,671.9345629279184,647.4511481466179,666.4938307380933,62796089.0,661.6878051757812
2020-05-19,638.791259765625,662.7306870242377,636.2296169843721,660.5997024465184,42315854.0,653.23193359375
2020-05-20,650.0355224609375,655.9976976790722,631.5822213850129,639.28999534372,55320985.0,638.791259765625
2020-05-21,653.4586791992188,662.6172713649033,646.0909582991188,650.6249219411661,39167981.0,650.0355224609375
2020-05-22,649.0607299804688,661.0530797201703,646.7710818787218,658.2420485719986,37828973.0,653.4586791992188
2020-05-26,645.6602783203125,657.2899089417032,642.1464143154993,656.5871361407405,33216635.0,649.0607299804688
2020-05-27,655.4082641601562,659.2394549854397,640.1967719957681,648.8113147794139,35667956.0,645.6602783203125
2020-05-28,667.5139770507812,670.9144498972117,656.972505230492,659.6928715149268,40126278.0,655.4082641601562
2020-05-29,663.9548950195312,667.4007005904242,658.6274931202811,665.5871029311245,40022527.0,667.5139770507812
2020-06-01,689.3224487304688,697.483607891507,669.1916054568547,671.0278692662658,39943702.0,663.9548950195312
2020-06-02,696.2820434570312,698.2316982991255,689.5264300652609,691.8841368603739,22153960.0,689.3224487304688
2020-06-03,698.9797973632812,707.2996198286917,695.2165450057216,700.4986740537478,25381289.0,696.2820434570312
2020-06-04,716.27685546875,720.6748218232412,698.6850500143318,700.0452031395897,34202350.0,698.9797973632812
2020-06-05,717.1383056640625,733.5966205176828,713.5111106660463,723.1684798710471,33076685.0,716.27685546875
2020-06-08,711.60693359375,733.7780982181158,709.5666736399872,733.7780982181158,31414953.0,717.1383056640625
2020-06-09,696.9395141601562,717.7277982654565,695.0579178645879,707.4356542146153,25857161.0,711.60693359375
2020-06-10,712.808349609375,716.163489764583,698.2542981238192,699.6371174028436,22132647.0,696.9395141601562
2020-06-11,697.1888427734375,710.9040649725692,694.1510894939327,710.0199624389527,20385805.0,712.808349609375
2020-06-12,720.357421875,722.2616841871062,678.7355257236256,680.0957387880782,38548899.0,697.1888427734375
2020-06-15,732.032470703125,737.6545934236306,707.7983808437607,709.5666460439546,53107403.0,720.357421875
2020-06-16,733.4606323242188,747.4479095164369,718.7705223811143,744.9315991710574,51187003.0,732.032470703125
2020-06-17,732.3951416015625,741.5084017080833,726.3876335279219,729.1759984984004,41782053.0,733.4606323242188
2020-06-18,750.7803344726562,754.9062460773085,727.9744595662398,728.6092336480461,40471557.0,732.3951416015625
2020-06-19,797.70703125,811.0368683320314,753.5461556855258,757.1732908289813,105804173.0,750.7803344726562
2020-06-22,791.6995239257812,818.0192047923906,786.644116992293,804.0545935608894,60198705.0,797.70703125
2020-06-23,780.251220703125,799.6792907632945,778.074903643255,793.4450604287072,37962078.0,791.6995239257812
2020-06-24,783.40234375,803.7372435669903,776.080014488904,787.0522052509408,51586221.0,780.251220703125
2020-06-25,778.8909912109375,792.9916593974489,776.6920079755439,783.0169030640604,39679374.0,783.40234375
2020-06-26,789.6591796875,794.3518669642939,778.4829338193193,783.8330614327233,30921913.0,778.8909912109375
2020-06-29,781.2713623046875,788.7977469881355,777.8255570222188,783.4930117559268,25621946.0,789.6591796875
2020-06-30,772.6340942382812,789.3644025522511,768.7575111217045,787.5508651459843,30276420.0,781.2713623046875
2020-07-01,787.8229370117188,792.9916750315008,774.4250413446268,779.8431677658135,28464103.0,772.6340942382812
2020-07-02,801.3856811523438,804.6861996239467,789.8680342945179,793.4872314043702,28789533.0,787.8229370117188
2020-07-03,813.9275512695312,816.2493354952406,804.8682397825092,810.2400789077391,29434266.0,801.3856811523438
2020-07-06,843.017578125,845.8400485080258,815.8395827912735,821.7122285635882,47016185.0,813.9275512695312
2020-07-07,830.1114501953125,848.7308807037647,822.3040943268256,846.7505936618719,35189589.0,843.017578125
2020-07-08,818.5255737304688,835.3467243763622,814.883618147261,830.3845975239694,26204095.0,830.1114501953125
2020-07-09,830.4755859375,835.3694371439491,813.1763881748166,823.5331724572737,36418942.0,818.5255737304688
2020-07-10,854.9676513671875,857.9494910165994,830.47557693471,832.4104071041867,43759967.0,830.4755859375
2020-07-13,880.8936767578125,886.6752281034958,864.9601675075427,866.4852249974793,69608392.0,854.9676513671875
2020-07-14,872.6993408203125,883.9438255351058,859.1786490123874,880.4384810614978,67331128.0,880.8936767578125
2020-07-15,839.4666748046875,900.833355958658,818.5255805457915,882.2366840775983,139669773.0,872.6993408203125
2020-07-16,839.1935424804688,850.8477398083514,825.1037686105886,840.8323923426094,60961724.0,839.4666748046875
2020-07-17,870.2865600585938,874.0650661419936,836.7351744655612,839.9219004365651,49726765.0,839.1935424804688
2020-07-20,874.01953125,879.5279814361119,864.8009103824138,873.0635555577999,36592938.0,870.2865600585938
2020-07-21,897.5327758789062,900.013869259348,881.5765680678774,882.7146715930902,42173371.0,874.01953125
2020-07-22,912.3054809570312,915.0369175481868,892.593464042073,902.7453625766398,59771457.0,897.5327758789062
2020-07-23,936.7974243164062,946.7671941955476,906.54655719046,912.2825916500028,58333751.0,912.3054809570312
2020-07-24,977.0180053710938,984.6888093355932,936.7973706693012,936.8884044949792,120597372.0,936.7974243164062
2020-07-27,981.5932006835938,1000.9865368019624,968.709866990296,991.8817090387148,80304827.0,977.0180053710938
2020-07-28,991.3810424804688,998.8015046460632,979.0667286807222,981.5933392121642,55114422.0,981.5932006835938
2020-07-29,954.4835205078124,993.7026024816898,942.5561627091196,991.4719727160932,72663399.0,991.3810424804688
2020-07-30,960.0375366210938,974.081732629479,943.2618440422776,955.5533979865374,72857444.0,954.4835205078124
2020-07-31,941.0311889648438,969.210676067923,934.5212463254046,962.6096995947652,74958061.0,960.0375366210938
2020-08-03,914.5816040039062,936.4332151378,911.8956243712825,933.8383295422998,46715383.0,941.0311889648438
2020-08-04,979.0438842773438,986.5098627078864,910.5982427880608,919.8624404517334,92041055.0,914.5816040039062
2020-08-05,968.0498046875,999.7118774916556,964.3395739237862,987.4203834167224,74549993.0,979.0438842773438
2020-08-06,971.532470703125,986.828624389928,959.5595940567124,981.9575312335468,49322975.0,968.0498046875
2020-08-07,977.1546630859376,982.3216761646248,965.2046057231904,969.5748921173024,32984416.0,971.532470703125
2020-08-10,965.0452270507812,985.5994266663467,959.6961463520904,982.913507087655,26958997.0,977.1546630859376
2020-08-11,971.3958129882812,983.3231714012784,956.1679363583772,971.8510423474092,46828306.0,965.0452270507812
2020-08-12,968.5733032226562,976.4945711950116,959.1042794793162,965.5687050978182,30264617.0,971.3958129882812
2020-08-13,966.0467529296876,973.7175574466166,960.561061424178,968.7554308915742,24830322.0,968.5733032226562
2020-08-14,962.291015625,981.9574543922378,951.1148063712412,966.27434790369,33224635.0,966.0467529296876
2020-08-17,952.0708618164062,958.2848843819424,942.3969514420232,958.2848843819424,30979066.0,962.291015625
2020-08-18,964.4534301757812,971.62348848325,947.9736572354838,949.1800361479504,30547672.0,952.0708618164062
2020-08-19,970.37158203125,980.591816140914,965.7281338104916,974.673653360098,34087543.0,964.4534301757812
2020-08-20,954.6656494140624,966.8889281378858,950.545706257055,965.113467386494,22537845.0,970.37158203125
2020-08-21,947.7460327148438,966.0240252893934,945.538100967368,964.2030475488176,25280895.0,954.6656494140624
2020-08-24,954.0738525390624,958.057184671324,942.5789650840524,952.0935657016652,32717218.0,947.7460327148438
2020-08-25,947.8598022460938,961.152909329285,945.9933076327724,958.7400913031292,19388008.0,954.0738525390624
2020-08-26,972.9891967773438,977.8375311935932,931.88085761503,949.1800558278446,59870421.0,947.8598022460938
2020-08-27,960.8342895507812,978.7708457037462,957.4882541168242,977.8603266957798,28085062.0,972.9891967773438
2020-08-28,963.3609008789062,970.9861890136292,958.8540033770284,965.1135431023708,27166900.0,960.8342895507812
2020-08-31,947.2224731445312,989.6965582333004,937.9582757662296,989.6965582333004,62076132.0,963.3609008789062
2020-09-01,950.204345703125,966.2060705755708,938.891525514854,956.008655672152,38616258.0,947.2224731445312
2020-09-02,968.846435546875,973.3078156827148,949.1799975834302,952.3666632761392,26949439.0,950.204345703125
2020-09-03,961.51708984375,973.649274536978,957.374388225997,968.7554233939866,18586429.0,968.846435546875
2020-09-04,945.65185546875,954.6201328529464,943.3528899780134,948.5199028214822,28475945.0,961.51708984375
2020-09-07,948.1102294921876,958.62632327603,930.6289033675572,948.724828295292,21926473.0,945.65185546875
2020-09-08,959.2409057617188,965.5687205253842,947.1314190290713,952.3667073731224,27397082.0,948.1102294921876
2020-09-09,983.9378051757812,986.8741281480118,947.5639463124164,949.1800979946717,55310877.0,959.2409057617188
2020-09-10,1053.4305419921875,1067.520315955578,990.311160308647,993.839323518008,140304404.0,983.9378051757812
2020-09-11,1056.048095703125,1064.2879821646882,1041.1845345628262,1052.5200530101536,59470807.0,1053.4305419921875
2020-09-14,1048.218017578125,1074.3717015543773,1038.8627255125116,1058.4382515027112,44063445.0,1056.048095703125
2020-09-15,1055.638427734375,1058.7795765899116,1041.662446674885,1052.4972788788384,27178393.0,1048.218017578125
2020-09-16,1058.2332763671875,1078.628106332154,1051.8599446847522,1056.1618954043463,33952295.0,1055.638427734375
2020-09-17,1046.4881591796875,1062.39885115726,1043.3468896793474,1056.1619494909085,25828669.0,1058.2332763671875
2020-09-18,1049.6519775390625,1055.911516718031,1036.3816292479246,1053.5442758754605,33074915.0,1046.4881591796875
2020-09-21,1026.9581298828125,1063.4457155664595,1023.0884697883298,1047.0569777590383,33627381.0,1049.6519775390625
2020-09-22,1006.60888671875,1036.5865341395042,1002.2385400241442,1036.5865341395042,34792254.0,1026.9581298828125
2020-09-23,1015.5542602539062,1036.4726542945657,1003.9456407160908,1028.8473668900515,42988708.0,1006.60888671875
2020-09-24,992.9744262695312,1013.369197385391,990.629883441758,1005.1293705247416,29826318.0,1015.5542602539062
2020-09-25,1002.3068237304688,1007.3600446640394,986.6465350264727,996.5252718826434,28374935.0,992.9744262695312
2020-09-28,1008.9306030273438,1018.8321583918917,1004.7423842478208,1013.824454457788,19666849.0,1002.3068237304688
2020-09-29,1022.0415649414062,1030.6683454011038,1008.9305853955734,1012.9139779725118,25842539.0,1008.9306030273438
2020-09-30,1017.1705322265624,1032.0340937238018,1012.913977936356,1028.8474278284152,24465159.0,1022.0415649414062
2020-10-01,1013.0277709960938,1030.5773123079302,1007.9062748517082,1030.5773123079302,20783227.0,1017.1705322265624
2020-10-05,1007.0867919921876,1023.9079412385596,1004.2643218057048,1021.5634588677402,18922799.0,1013.0277709960938
2020-10-06,1006.24462890625,1016.965548429796,1002.2839949333554,1013.0277331224491,18412175.0,1007.0867919921876
2020-10-07,1027.7093505859375,1051.1542952670088,1010.6377374854936,1017.4663586426468,53170865.0,1006.24462890625
2020-10-08,1019.4011840820312,1032.4894664297324,1011.5938279268242,1028.392221021446,21077808.0,1027.7093505859375
2020-10-09,1016.7607421875,1025.6607444158603,1009.3175221290292,1017.4663748140129,18545499.0,1019.4011840820312
2020-10-12,1018.3995361328124,1026.912523685495,1013.4829868906096,1017.4663189731976,14226473.0,1016.7607421875
2020-10-13,1038.2711181640625,1040.5700840226416,1013.300991765782,1015.4634068552624,23112012.0,1018.3995361328124
2020-10-14,1041.36669921875,1048.878195300018,1032.7170392875275,1037.45164195536,26742011.0,1038.2711181640625
2020-10-15,1004.4920043945312,1042.50471314017,999.2567157462488,1042.50471314017,20036197.0,1041.36669921875
2020-10-16,990.5159912109376,1016.3281763041604,989.0819675485228,1008.3615119742124,21583600.0,1004.4920043945312
2020-10-19,990.6981201171876,1014.5983554147848,981.1153036636264,997.0032368055278,31200385.0,990.5159912109376
2020-10-20,981.4566650390624,998.3461496993164,979.7949966180232,991.972758125493,18482288.0,990.6981201171876
2020-10-21,967.2077026367188,997.8910439024608,954.9844227011783,986.9652370241756,34082321.0,981.4566650390624
2020-10-22,959.1725463867188,970.8039847887612,951.9114543849756,968.4822608414374,30802210.0,967.2077026367188
2020-10-23,961.9495849609376,971.9421136193488,954.3698141441414,958.7401004507072,23422125.0,959.1725463867188
2020-10-26,923.7319946289062,956.8963669563012,918.9064187246078,956.8963669563012,37324416.0,961.9495849609376
2020-10-27,926.1903076171876,937.730652039166,912.76064993762,926.3723752810164,36478896.0,923.7319946289062
2020-10-28,915.697021484375,936.7519678602298,913.853285252032,929.513573686007,29924017.0,926.1903076171876
2020-10-29,922.7304077148438,929.6046058770464,906.3872461774196,909.1186825516228,30655304.0,915.697021484375
2020-10-30,935.295166015625,940.1207419613264,920.4087257141044,925.7350479590784,34021563.0,922.7304077148438
2020-11-02,854.694580078125,922.7760325194218,846.3636590278559,922.7760325194218,99366895.0,935.295166015625
2020-11-03,842.3801879882812,869.0573757655418,835.415016035143,860.4077768659023,88691623.0,854.694580078125
2020-11-04,870.9694213867188,878.1622986187872,836.2799905974074,836.2799905974074,80180117.0,842.3801879882812
2020-11-05,889.99853515625,892.7072131568946,879.5279584878177,889.9757766978659,37205373.0,870.9694213867188
2020-11-06,923.7547607421876,928.6941289800106,900.537399991742,905.9320578188386,66674086.0,889.99853515625
2020-11-09,933.565185546875,941.8961056762796,926.87311521094,938.754956836276,35838510.0,923.7547607421876
2020-11-10,948.9751586914062,951.456252122,929.2404443694572,945.5380895882416,36934242.0,933.565185546875
2020-11-11,909.209716796875,953.73242473373,900.5146011862793,951.0009883582816,56724780.0,948.9751586914062
2020-11-12,901.3795776367188,914.3312478234196,894.5509563318695,901.834867223092,40046527.0,909.209716796875
2020-11-13,908.8455200195312,927.1690286034634,902.1762683976532,902.2900606859356,45388670.0,901.3795776367188
2020-11-14,911.5314331054688,917.4495953757614,908.3675258528452,917.2675277157816,5226220.0,908.8455200195312
2020-11-17,907.4114990234376,949.1800121925974,903.6557514234764,949.1800121925974,46542562.0,911.5314331054688
2020-11-18,904.6574096679688,913.4436203551032,892.3203372939176,907.411604826556,30402290.0,907.4114990234376
2020-11-19,898.26123046875,915.241750715451,896.0077817170311,904.6573811617832,27796343.0,904.6574096679688
2020-11-20,864.732666015625,903.109570400127,862.6840433887646,899.1034191931482,57471248.0,898.26123046875
2020-11-23,888.0409545898438,896.8271037844964,876.9102628662633,888.1775053321362,45327567.0,864.732666015625
2020-11-24,894.1185302734375,898.6481862453804,879.5280095079227,894.0957718137331,30936268.0,888.0409545898438
2020-11-25,886.7207641601562,907.2749632391502,884.1714556077343,901.3795592706072,32637879.0,894.1185302734375
2020-11-26,888.906005859375,894.5510070161307,878.6403148618962,889.1108922056078,25838637.0,886.7207641601562
2020-11-27,878.5264282226562,890.4993042816868,874.7024050404513,883.3975211400648,47336811.0,888.906005859375
2020-12-01,889.9530029296875,895.1200157998635,878.6402430805311,883.3292079177405,19750687.0,878.5264282226562
2020-12-02,891.4325561523438,893.1852584803983,880.8937041408255,891.591865360548,22188887.0,889.9530029296875
2020-12-03,894.1185302734375,901.8804293914814,891.660195172414,897.7377274420771,27785372.0,891.4325561523438
2020-12-04,886.2427978515625,896.3719375555851,883.169924273135,896.3719375555851,18464552.0,894.1185302734375
2020-12-07,891.4552612304688,894.5508930364205,883.443020024606,883.443020024606,18242188.0,886.2427978515625
2020-12-08,907.6390991210938,916.9715715172084,887.7222585930336,892.7982373212789,43403061.0,891.4552612304688
2020-12-09,922.753173828125,925.8716244238354,910.1430013207676,915.0140940024156,29175254.0,907.6390991210938
2020-12-10,913.6710815429688,923.4587835797324,910.9396452137124,920.3176348114658,16065507.0,922.753173828125
2020-12-11,913.1248779296876,927.7836734838264,898.7619423397866,916.4025776555987,26944202.0,913.6710815429688
2020-12-14,906.5238037109376,917.3130587500287,904.2703551386468,914.1035743254506,17312747.0,913.1248779296876
2020-12-15,898.8074340820312,905.7953640021194,892.7754195477754,905.7953640021194,18551265.0,906.5238037109376
2020-12-16,899.8090209960938,908.1855186869864,894.8696526918599,905.021551016052,18561011.0,898.8074340820312
2020-12-17,903.9290161132812,912.7607436976476,900.0822342441418,903.4282697787536,20252358.0,899.8090209960938
2020-12-18,906.6376342773438,912.7151663078096,894.5509660079639,901.4251645118566,18466344.0,903.9290161132812
2020-12-21,883.0333251953125,920.499769395756,844.5881468445682,915.0368963400598,44135540.0,906.6376342773438
2020-12-22,881.6676025390625,891.773983524998,859.7021382582204,887.267086336982,28140001.0,883.0333251953125
2020-12-23,884.922607421875,888.3824349298498,874.3609368175694,878.6174909837365,19501410.0,881.6676025390625
2020-12-24,907.8213500976562,909.9381878865906,885.8558842510981,886.3566305718288,20776988.0,884.922607421875
2020-12-28,911.9867553710938,918.6788258513728,908.3447999653172,913.5345713666584,17221499.0,907.8213500976562
2020-12-29,905.9547729492188,916.0839121937714,902.5404022307764,914.5816131606808,18611939.0,911.9867553710938
2020-12-30,908.435791015625,913.7621129160032,899.3537215947803,908.3219987294166,22043630.0,905.9547729492188
2020-12-31,903.7923583984376,915.9017844958948,900.74224341645,907.5253475242408,18781189.0,908.435791015625
2021-01-01,904.7939453125,909.1187147073264,902.2900934265087,905.0215298973234,10015175.0,903.7923583984376
2021-01-04,906.3189697265624,909.9836232762992,895.9166687687,908.2537396646372,24513534.0,904.7939453125
2021-01-05,895.0516967773438,903.0184210450284,890.4537057887719,896.3718678992179,24123091.0,906.3189697265624
2021-01-06,871.4474487304688,895.00618622498,867.3047469865414,894.960669307829,46401468.0,895.0516967773438
2021-01-07,870.0361938476562,885.4461389971614,867.3047573330747,874.2926879352391,32325918.0,871.4474487304688
2021-01-08,880.3018798828125,882.4415362488493,870.4686603146358,873.1545798977656,27540187.0,870.0361938476562
2021-01-11,863.7083129882812,882.6236025418992,861.5458981668871,882.6236025418992,33307825.0,880.3018798828125
2021-01-12,890.9318237304688,892.2747534146366,864.9146909422456,866.3259562099835,41161546.0,863.7083129882812
2021-01-13,882.6236572265625,899.0806730153788,873.3595189822454,893.8909012055155,26619458.0,890.9318237304688
2021-01-14,892.5479125976562,895.4159600423452,882.7374515424169,885.4461295693105,21553242.0,882.6236572265625
2021-01-15,882.009033203125,898.5570812302369,874.0878254946041,892.5478850232513,20593268.0,892.5479125976562
2021-01-18,903.1777954101562,909.11871640614,875.5901485259847,887.312621100716,35100458.0,882.009033203125
2021-01-19,917.950439453125,924.5969328431222,908.0488844320748,908.0488844320748,32006615.0,903.1777954101562
2021-01-20,935.3861694335938,936.8884684901224,911.1217397418328,920.226628120462,30924537.0,917.950439453125
2021-01-21,955.7354736328124,965.1134634243352,944.6276002202932,947.8142659690088,39087742.0,935.3861694335938
